Path,Owners,Online?,PS (2p0E34),Datasets (SmartPS),Streams,L1T Seed
HLT_DoubleL2Mu25NoVtx_2Cha_CosmicSeed_v12,EXO,Yes,1,Muon0& Muon1& OnlineMonitor,DQM& PhysicsMuon0& PhysicsMuon1,L1_DoubleMu_15_5_SQ OR L1_DoubleMu_15_7 OR L1_TripleMu_5_3_3 OR L1_DoubleMu0er1p4_SQ_OS_dR_Max1p4 OR L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4 OR L1_DoubleMu4p5_SQ_OS_dR_Max1p2 OR L1_DoubleMu0_Upt15_Upt7 OR L1_DoubleMu0_Upt6_IP_Min1_Upt4 OR L1_DoubleMu0_Upt6_SQ_er2p0 OR L1_DoubleMu0_Upt7_SQ_er2p0 OR L1_DoubleMu0_Upt8_SQ_er2p0
HLT_DoubleL2Mu25NoVtx_2Cha_CosmicSeed_Eta2p4_v12,EXO,Yes,1,Muon0& Muon1& OnlineMonitor,DQM& PhysicsMuon0& PhysicsMuon1,L1_DoubleMu_15_5_SQ OR L1_DoubleMu_15_7 OR L1_TripleMu_5_3_3 OR L1_DoubleMu0er1p4_SQ_OS_dR_Max1p4 OR L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4 OR L1_DoubleMu4p5_SQ_OS_dR_Max1p2 OR L1_DoubleMu0_Upt15_Upt7 OR L1_DoubleMu0_Upt6_IP_Min1_Upt4 OR L1_DoubleMu0_Upt6_SQ_er2p0 OR L1_DoubleMu0_Upt7_SQ_er2p0 OR L1_DoubleMu0_Upt8_SQ_er2p0
HLT_DoubleL2Mu23NoVtx_2Cha_v12,HIG,Yes,1,Muon0& Muon1& OnlineMonitor,DQM& PhysicsMuon0& PhysicsMuon1,L1_DoubleMu_15_5_SQ OR L1_DoubleMu_15_7 OR L1_TripleMu_5_3_3 OR L1_DoubleMu0er1p4_SQ_OS_dR_Max1p4 OR L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4 OR L1_DoubleMu4p5_SQ_OS_dR_Max1p2 OR L1_DoubleMu0_Upt15_Upt7 OR L1_DoubleMu0_Upt6_IP_Min1_Upt4 OR L1_DoubleMu0_Upt6_SQ_er2p0 OR L1_DoubleMu0_Upt7_SQ_er2p0 OR L1_DoubleMu0_Upt8_SQ_er2p0
HLT_DoubleL2Mu25NoVtx_2Cha_v12,EXO,Yes,1,Muon0& Muon1& OnlineMonitor,DQM& PhysicsMuon0& PhysicsMuon1,L1_DoubleMu_15_5_SQ OR L1_DoubleMu_15_7 OR L1_TripleMu_5_3_3 OR L1_DoubleMu0er1p4_SQ_OS_dR_Max1p4 OR L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4 OR L1_DoubleMu4p5_SQ_OS_dR_Max1p2 OR L1_DoubleMu0_Upt15_Upt7 OR L1_DoubleMu0_Upt6_IP_Min1_Upt4 OR L1_DoubleMu0_Upt6_SQ_er2p0 OR L1_DoubleMu0_Upt7_SQ_er2p0 OR L1_DoubleMu0_Upt8_SQ_er2p0
HLT_DoubleL2Mu25NoVtx_2Cha_Eta2p4_v12,EXO,Yes,1,Muon0& Muon1& OnlineMonitor,DQM& PhysicsMuon0& PhysicsMuon1,L1_DoubleMu_15_5_SQ OR L1_DoubleMu_15_7 OR L1_TripleMu_5_3_3 OR L1_DoubleMu0er1p4_SQ_OS_dR_Max1p4 OR L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4 OR L1_DoubleMu4p5_SQ_OS_dR_Max1p2 OR L1_DoubleMu0_Upt15_Upt7 OR L1_DoubleMu0_Upt6_IP_Min1_Upt4 OR L1_DoubleMu0_Upt6_SQ_er2p0 OR L1_DoubleMu0_Upt7_SQ_er2p0 OR L1_DoubleMu0_Upt8_SQ_er2p0
HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v28,B2G& EXO& HIG& MUO& SMP& TOP,Yes,20,Muon0& Muon1& OnlineMonitor,DQM& PhysicsMuon0& PhysicsMuon1,L1_DoubleMu_12_5 OR L1_DoubleMu_15_7
HLT_Mu19_TrkIsoVVL_Mu9_TrkIsoVVL_v17,MUO,Yes,20,Muon0& Muon1& OnlineMonitor,DQM& PhysicsMuon0& PhysicsMuon1,L1_DoubleMu_12_5 OR L1_DoubleMu_15_7
HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_DZ_v29,B2G& HIG& MUO& SMP& NPS& TOP,Yes,20,ExpressPhysics& Muon0& Muon1& OnlineMonitor,DQM& Express& PhysicsMuon0& PhysicsMuon1,L1_DoubleMu_12_5 OR L1_DoubleMu_15_7
HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_DZ_HLTTracking_v2,Tracker,Yes,1,HLTMonitor,HLTMonitor,L1_DoubleMu_12_5 OR L1_DoubleMu_15_7
HLT_Mu19_TrkIsoVVL_Mu9_TrkIsoVVL_DZ_v17,MUO,Yes,20,Muon0& Muon1& OnlineMonitor,DQM& PhysicsMuon0& PhysicsMuon1,L1_DoubleMu_12_5 OR L1_DoubleMu_15_7
HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_DZ_Mass8_v19,B2G& HIG& MUO& SMP& TOP,Yes,1,Muon0& Muon1& OnlineMonitor,DQM& PhysicsMuon0& PhysicsMuon1,L1_DoubleMu_12_5 OR L1_DoubleMu_15_7
HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_DZ_Mass8_PFJet30_v8,JME,Yes,1,Muon0& Muon1& OnlineMonitor,DQM& PhysicsMuon0& PhysicsMuon1,L1_DoubleMu_12_5 OR L1_DoubleMu_15_7
HLT_Mu19_TrkIsoVVL_Mu9_TrkIsoVVL_DZ_Mass8_v17,MUO,Yes,1,Muon0& Muon1& OnlineMonitor,DQM& PhysicsMuon0& PhysicsMuon1,L1_DoubleMu_12_5 OR L1_DoubleMu_15_7
HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_DZ_Mass3p8_v19,B2G& HIG& MUO& SMP& NPS& TOP,Yes,1,ExpressPhysics(3)& Muon0& Muon1& OnlineMonitor,DQM& Express& PhysicsMuon0& PhysicsMuon1,L1_DoubleMu_12_5 OR L1_DoubleMu_15_7
HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_DZ_Mass3p8_HLTTracking_v2,Tracker,Yes,3,HLTMonitor,HLTMonitor,L1_DoubleMu_12_5 OR L1_DoubleMu_15_7
HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_DZ_Mass8_CaloJet30_v7,JME,Yes,1,Muon0& Muon1& OnlineMonitor,DQM& PhysicsMuon0& PhysicsMuon1,L1_DoubleMu_12_5 OR L1_DoubleMu_15_7
HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_DZ_Mass8_AK8PFJet30_v7,JME,Yes,1,Muon0& Muon1& OnlineMonitor,DQM& PhysicsMuon0& PhysicsMuon1,L1_DoubleMu_12_5 OR L1_DoubleMu_15_7
HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_DZ_Mass8_AK8CaloJet30_v7,JME,Yes,1,Muon0& Muon1& OnlineMonitor,DQM& PhysicsMuon0& PhysicsMuon1,L1_DoubleMu_12_5 OR L1_DoubleMu_15_7
HLT_Mu19_TrkIsoVVL_Mu9_TrkIsoVVL_DZ_Mass3p8_v17,MUO,Yes,1,Muon0& Muon1& OnlineMonitor,DQM& PhysicsMuon0& PhysicsMuon1,L1_DoubleMu_12_5 OR L1_DoubleMu_15_7
HLT_Mu30_TkMu0_Psi_v15,BPH,Yes,1,OnlineMonitor& ParkingDoubleMuonLowMass0& ParkingDoubleMuonLowMass1& ParkingDoubleMuonLowMass2& ParkingDoubleMuonLowMass3& ParkingDoubleMuonLowMass4& ParkingDoubleMuonLowMass5& ParkingDoubleMuonLowMass6& ParkingDoubleMuonLowMass7,DQM& ParkingDoubleMuonLowMass0& ParkingDoubleMuonLowMass0& ParkingDoubleMuonLowMass1& ParkingDoubleMuonLowMass1& ParkingDoubleMuonLowMass2& ParkingDoubleMuonLowMass2& ParkingDoubleMuonLowMass3& ParkingDoubleMuonLowMass3,L1_SingleMu20 OR L1_SingleMu22 OR L1_SingleMu25
HLT_Mu30_TkMu0_Upsilon_v15,BPH,Yes,1,OnlineMonitor& ParkingDoubleMuonLowMass0& ParkingDoubleMuonLowMass1& ParkingDoubleMuonLowMass2& ParkingDoubleMuonLowMass3& ParkingDoubleMuonLowMass4& ParkingDoubleMuonLowMass5& ParkingDoubleMuonLowMass6& ParkingDoubleMuonLowMass7,DQM& ParkingDoubleMuonLowMass0& ParkingDoubleMuonLowMass0& ParkingDoubleMuonLowMass1& ParkingDoubleMuonLowMass1& ParkingDoubleMuonLowMass2& ParkingDoubleMuonLowMass2& ParkingDoubleMuonLowMass3& ParkingDoubleMuonLowMass3,L1_SingleMu20 OR L1_SingleMu22 OR L1_SingleMu25
HLT_Mu25_TkMu0_Phi_v22,BPH,Yes,1,OnlineMonitor& ParkingDoubleMuonLowMass0& ParkingDoubleMuonLowMass1& ParkingDoubleMuonLowMass2& ParkingDoubleMuonLowMass3& ParkingDoubleMuonLowMass4& ParkingDoubleMuonLowMass5& ParkingDoubleMuonLowMass6& ParkingDoubleMuonLowMass7,DQM& ParkingDoubleMuonLowMass0& ParkingDoubleMuonLowMass0& ParkingDoubleMuonLowMass1& ParkingDoubleMuonLowMass1& ParkingDoubleMuonLowMass2& ParkingDoubleMuonLowMass2& ParkingDoubleMuonLowMass3& ParkingDoubleMuonLowMass3,L1_SingleMu18 OR L1_SingleMu20 OR L1_SingleMu22 OR L1_SingleMu25
HLT_Mu15_v17,MUO,Yes,1,Muon0& Muon1& OnlineMonitor,DQM& PhysicsMuon0& PhysicsMuon1,L1_SingleMu15_DQ OR L1_SingleMu7
HLT_Mu20_v26,HIG& MUO& TOP,Yes,3,Muon0& Muon1& OnlineMonitor,DQM& PhysicsMuon0& PhysicsMuon1,L1_SingleMu18
HLT_Mu27_v27,HIG& MUO& TOP,Yes,500,Muon0& Muon1& OnlineMonitor,DQM& PhysicsMuon0& PhysicsMuon1,L1_SingleMu22 OR L1_SingleMu25
HLT_Mu50_v27,B2G& EXO& HIG& MUO& SMP& NPS& TOP& TRK,Yes,1,Muon0& Muon1& OnlineMonitor,DQM& PhysicsMuon0& PhysicsMuon1,L1_SingleMu22 OR L1_SingleMu25
HLT_Mu55_v17,B2G& EXO& MUO,Yes,1,Muon0& Muon1& OnlineMonitor,DQM& PhysicsMuon0& PhysicsMuon1,L1_SingleMu22 OR L1_SingleMu25
HLT_CascadeMu100_v15,EXO& MUO,Yes,1,Muon0& Muon1& OnlineMonitor,DQM& PhysicsMuon0& PhysicsMuon1,L1_SingleMu22 OR L1_SingleMu25
HLT_HighPtTkMu100_v14,EXO& MUO,Yes,1,Muon0& Muon1& OnlineMonitor,DQM& PhysicsMuon0& PhysicsMuon1,L1_SingleMu22 OR L1_SingleMu25
HLT_DiPFJetAve40_v28,JME& SMP,Yes,16,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_ZeroBias
HLT_DiPFJetAve60_v28,JME& SMP,Yes,3,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_ZeroBias
HLT_DiPFJetAve80_v28,JME& SMP,Yes,1,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_ZeroBias
HLT_DiPFJetAve140_v27,JME& SMP,Yes,1,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_SingleJet90
HLT_DiPFJetAve200_v27,JME& SMP,Yes,1,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_SingleJet120
HLT_DiPFJetAve260_v28,JME& SMP,Yes,128,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_DiPFJetAve320_v28,JME& SMP,Yes,48,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_DiPFJetAve400_v28,JME& SMP,Yes,16,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_DiPFJetAve500_v28,JME& SMP,Yes,4,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_DiPFJetAve60_HFJEC_v29,JME,Yes,1,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_ZeroBias
HLT_DiPFJetAve80_HFJEC_v31,JME,Yes,2,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_ZeroBias OR L1_SingleJet60_FWD2p5
HLT_DiPFJetAve100_HFJEC_v31,JME,Yes,1,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_ZeroBias OR L1_SingleJet60_FWD2p5 OR L1_SingleJet90 OR L1_SingleJet90_FWD2p5
HLT_DiPFJetAve160_HFJEC_v30,JME,Yes,1,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_SingleJet120 OR L1_SingleJet120_FWD2p5
HLT_DiPFJetAve220_HFJEC_v30,JME,Yes,8,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_DiPFJetAve260_HFJEC_v13,JME,Yes,1,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_DiPFJetAve300_HFJEC_v30,JME,Yes,1,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_DiPFJetAve180_PPSMatch_Xi0p3_QuadJet_Max2ProtPerRP_v8,PRO& SMP,Yes,1,JetMET0& JetMET1,PhysicsJetMET0& PhysicsJetMET1,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_AK8PFJet40_v30,SMP,Yes,167,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_ZeroBias
HLT_AK8PFJet60_v29,SMP,Yes,16,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_ZeroBias
HLT_AK8PFJet80_v30,SMP,Yes,2,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_ZeroBias
HLT_AK8PFJet140_v29,SMP,Yes,1,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_SingleJet90
HLT_AK8PFJet200_v29,SMP,Yes,1,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_SingleJet120
HLT_AK8PFJet260_v30,B2G& SMP,Yes,128,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_AK8PFJet320_v30,B2G& SMP,Yes,48,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_AK8PFJet400_v30,SMP,Yes,16,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_AK8PFJet450_v30,B2G& SMP,Yes,8,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_AK8PFJet500_v30,B2G& HIG& SMP& TOP,Yes,1,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_AK8PFJet550_v25,B2G& EXO& HIG,Yes,1,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_PFJet40_v35,JME& SMP,Yes,20,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_ZeroBias
HLT_PFJet60_v35,JME& SMP,Yes,3,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_ZeroBias
HLT_PFJet80_v35,JME& SMP,Yes,1,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_ZeroBias
HLT_PFJet110_v14,JME,Yes,3,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_SingleJet90
HLT_PFJet140_v33,JME& SMP,Yes,1,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_SingleJet90
HLT_PFJet200_v33,JME& SMP,Yes,1,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_SingleJet120
HLT_PFJet260_v34,JME& SMP,Yes,128,HLTMonitor& JetMET0& JetMET1& OnlineMonitor,DQM& HLTMonitor& PhysicsJetMET0& PhysicsJetMET1,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_PFJet320_v34,JME& SMP,Yes,32,HLTMonitor& JetMET0& JetMET1& OnlineMonitor,DQM& HLTMonitor& PhysicsJetMET0& PhysicsJetMET1,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_PFJet400_v34,JME& SMP,Yes,16,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_PFJet450_v35,JME& SMP,Yes,8,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_PFJet500_v35,B2G& HIG& JME& SMP& TOP,Yes,1,EventDisplay(3)& JetMET0& JetMET1& OnlineMonitor,DQM& DQMEventDisplay& PhysicsJetMET0& PhysicsJetMET1,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_PFJet550_v25,B2G& EXO& JME,Yes,1,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_PFJetFwd40_v33,SMP,Yes,16,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_ZeroBias
HLT_PFJetFwd60_v33,SMP,Yes,2,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_ZeroBias
HLT_PFJetFwd80_v32,SMP,Yes,3,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_SingleJet60_FWD2p5
HLT_PFJetFwd140_v32,SMP,Yes,1,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_SingleJet90_FWD2p5
HLT_PFJetFwd200_v32,SMP,Yes,1,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_SingleJet120_FWD2p5
HLT_PFJetFwd260_v33,SMP,Yes,8,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_PFJetFwd320_v33,SMP,Yes,4,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_PFJetFwd400_v33,SMP,Yes,1,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_PFJetFwd450_v33,SMP,Yes,1,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_PFJetFwd500_v33,SMP,Yes,1,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_AK8PFJetFwd40_v29,SMP,Yes,500,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_ZeroBias
HLT_AK8PFJetFwd60_v28,SMP,Yes,3,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_ZeroBias
HLT_AK8PFJetFwd80_v28,SMP,Yes,9,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_SingleJet60_FWD2p5
HLT_AK8PFJetFwd140_v28,SMP,Yes,2,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_SingleJet90_FWD2p5
HLT_AK8PFJetFwd200_v28,SMP,Yes,1,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_SingleJet120_FWD2p5
HLT_AK8PFJetFwd260_v29,SMP,Yes,8,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_AK8PFJetFwd320_v29,SMP,Yes,4,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_AK8PFJetFwd400_v29,SMP,Yes,1,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_AK8PFJetFwd450_v29,SMP,Yes,1,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_AK8PFJetFwd500_v29,SMP,Yes,1,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_PFHT180_v31,NPS,Yes,1,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_HTT120er
HLT_PFHT250_v31,SMP& NPS,Yes,1,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_HTT160er
HLT_PFHT370_v31,NPS,Yes,1,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_HTT200er
HLT_PFHT430_v31,NPS,Yes,1,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_HTT255er
HLT_PFHT510_v31,NPS,Yes,256,HLTMonitor(3)& JetMET0& JetMET1& OnlineMonitor,DQM& HLTMonitor& PhysicsJetMET0& PhysicsJetMET1,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er
HLT_PFHT590_v31,NPS,Yes,128,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er
HLT_PFHT680_v31,NPS,Yes,64,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er
HLT_PFHT780_v31,NPS,Yes,32,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er
HLT_PFHT890_v31,NPS,Yes,16,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er
HLT_PFHT1050_v32,B2G& EXO& HIG& NPS& TOP,Yes,1,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er
HLT_PFHT500_PFMET100_PFMHT100_IDTight_v26,EXO& HIG& NPS& TOP,Yes,1,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er
