Path,Owners,Online?,PS (2p0E34),Datasets (SmartPS),Streams,L1T Seed
HLT_Dimuon12_Upsilon_y1p4_v16,BPH,Yes,1,OnlineMonitor& ParkingDoubleMuonLowMass0& ParkingDoubleMuonLowMass1& ParkingDoubleMuonLowMass2& ParkingDoubleMuonLowMass3& ParkingDoubleMuonLowMass4& ParkingDoubleMuonLowMass5& ParkingDoubleMuonLowMass6& ParkingDoubleMuonLowMass7,DQM& ParkingDoubleMuonLowMass0& ParkingDoubleMuonLowMass0& ParkingDoubleMuonLowMass1& ParkingDoubleMuonLowMass1& ParkingDoubleMuonLowMass2& ParkingDoubleMuonLowMass2& ParkingDoubleMuonLowMass3& ParkingDoubleMuonLowMass3,L1_DoubleMu4p5er2p0_SQ_OS_Mass_Min7 OR L1_DoubleMu4p5er2p0_SQ_OS_Mass_7to18
HLT_Dimuon14_Phi_Barrel_Seagulls_v21,BPH,Yes,1,OnlineMonitor& ParkingDoubleMuonLowMass0& ParkingDoubleMuonLowMass1& ParkingDoubleMuonLowMass2& ParkingDoubleMuonLowMass3& ParkingDoubleMuonLowMass4& ParkingDoubleMuonLowMass5& ParkingDoubleMuonLowMass6& ParkingDoubleMuonLowMass7,DQM& ParkingDoubleMuonLowMass0& ParkingDoubleMuonLowMass0& ParkingDoubleMuonLowMass1& ParkingDoubleMuonLowMass1& ParkingDoubleMuonLowMass2& ParkingDoubleMuonLowMass2& ParkingDoubleMuonLowMass3& ParkingDoubleMuonLowMass3,L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4 OR L1_DoubleMu0er1p4_SQ_OS_dR_Max1p4
HLT_Dimuon25_Jpsi_v28,BPH,Yes,1,OnlineMonitor& ParkingDoubleMuonLowMass0& ParkingDoubleMuonLowMass1& ParkingDoubleMuonLowMass2& ParkingDoubleMuonLowMass3& ParkingDoubleMuonLowMass4& ParkingDoubleMuonLowMass5& ParkingDoubleMuonLowMass6& ParkingDoubleMuonLowMass7,DQM& ParkingDoubleMuonLowMass0& ParkingDoubleMuonLowMass0& ParkingDoubleMuonLowMass1& ParkingDoubleMuonLowMass1& ParkingDoubleMuonLowMass2& ParkingDoubleMuonLowMass2& ParkingDoubleMuonLowMass3& ParkingDoubleMuonLowMass3,L1_DoubleMu4_SQ_OS_dR_Max1p2 OR L1_DoubleMu4p5_SQ_OS_dR_Max1p2 OR L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4 OR L1_DoubleMu0er1p4_SQ_OS_dR_Max1p4
HLT_Dimuon14_PsiPrime_v27,BPH,Yes,1,OnlineMonitor& ParkingDoubleMuonLowMass0& ParkingDoubleMuonLowMass1& ParkingDoubleMuonLowMass2& ParkingDoubleMuonLowMass3& ParkingDoubleMuonLowMass4& ParkingDoubleMuonLowMass5& ParkingDoubleMuonLowMass6& ParkingDoubleMuonLowMass7,DQM& ParkingDoubleMuonLowMass0& ParkingDoubleMuonLowMass0& ParkingDoubleMuonLowMass1& ParkingDoubleMuonLowMass1& ParkingDoubleMuonLowMass2& ParkingDoubleMuonLowMass2& ParkingDoubleMuonLowMass3& ParkingDoubleMuonLowMass3,L1_DoubleMu4_SQ_OS_dR_Max1p2 OR L1_DoubleMu4p5_SQ_OS_dR_Max1p2 OR L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4 OR L1_DoubleMu0er1p4_SQ_OS_dR_Max1p4
HLT_Dimuon14_PsiPrime_noCorrL1_v19,BPH,Yes,1,OnlineMonitor& ParkingDoubleMuonLowMass0& ParkingDoubleMuonLowMass1& ParkingDoubleMuonLowMass2& ParkingDoubleMuonLowMass3& ParkingDoubleMuonLowMass4& ParkingDoubleMuonLowMass5& ParkingDoubleMuonLowMass6& ParkingDoubleMuonLowMass7,DQM& ParkingDoubleMuonLowMass0& ParkingDoubleMuonLowMass0& ParkingDoubleMuonLowMass1& ParkingDoubleMuonLowMass1& ParkingDoubleMuonLowMass2& ParkingDoubleMuonLowMass2& ParkingDoubleMuonLowMass3& ParkingDoubleMuonLowMass3,L1_DoubleMu8_SQ OR L1_DoubleMu9_SQ
HLT_Dimuon18_PsiPrime_v28,BPH,Yes,1,OnlineMonitor& ParkingDoubleMuonLowMass0& ParkingDoubleMuonLowMass1& ParkingDoubleMuonLowMass2& ParkingDoubleMuonLowMass3& ParkingDoubleMuonLowMass4& ParkingDoubleMuonLowMass5& ParkingDoubleMuonLowMass6& ParkingDoubleMuonLowMass7,DQM& ParkingDoubleMuonLowMass0& ParkingDoubleMuonLowMass0& ParkingDoubleMuonLowMass1& ParkingDoubleMuonLowMass1& ParkingDoubleMuonLowMass2& ParkingDoubleMuonLowMass2& ParkingDoubleMuonLowMass3& ParkingDoubleMuonLowMass3,L1_DoubleMu4_SQ_OS_dR_Max1p2 OR L1_DoubleMu4p5_SQ_OS_dR_Max1p2 OR L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4 OR L1_DoubleMu0er1p4_SQ_OS_dR_Max1p4
HLT_Dimuon18_PsiPrime_noCorrL1_v20,BPH,Yes,1,OnlineMonitor& ParkingDoubleMuonLowMass0& ParkingDoubleMuonLowMass1& ParkingDoubleMuonLowMass2& ParkingDoubleMuonLowMass3& ParkingDoubleMuonLowMass4& ParkingDoubleMuonLowMass5& ParkingDoubleMuonLowMass6& ParkingDoubleMuonLowMass7,DQM& ParkingDoubleMuonLowMass0& ParkingDoubleMuonLowMass0& ParkingDoubleMuonLowMass1& ParkingDoubleMuonLowMass1& ParkingDoubleMuonLowMass2& ParkingDoubleMuonLowMass2& ParkingDoubleMuonLowMass3& ParkingDoubleMuonLowMass3,L1_DoubleMu8_SQ OR L1_DoubleMu9_SQ
HLT_Dimuon24_Upsilon_noCorrL1_v20,BPH,Yes,1,OnlineMonitor& ParkingDoubleMuonLowMass0& ParkingDoubleMuonLowMass1& ParkingDoubleMuonLowMass2& ParkingDoubleMuonLowMass3& ParkingDoubleMuonLowMass4& ParkingDoubleMuonLowMass5& ParkingDoubleMuonLowMass6& ParkingDoubleMuonLowMass7,DQM& ParkingDoubleMuonLowMass0& ParkingDoubleMuonLowMass0& ParkingDoubleMuonLowMass1& ParkingDoubleMuonLowMass1& ParkingDoubleMuonLowMass2& ParkingDoubleMuonLowMass2& ParkingDoubleMuonLowMass3& ParkingDoubleMuonLowMass3,L1_DoubleMu8_SQ OR L1_DoubleMu9_SQ
HLT_Dimuon24_Phi_noCorrL1_v20,BPH,Yes,1,OnlineMonitor& ParkingDoubleMuonLowMass0& ParkingDoubleMuonLowMass1& ParkingDoubleMuonLowMass2& ParkingDoubleMuonLowMass3& ParkingDoubleMuonLowMass4& ParkingDoubleMuonLowMass5& ParkingDoubleMuonLowMass6& ParkingDoubleMuonLowMass7,DQM& ParkingDoubleMuonLowMass0& ParkingDoubleMuonLowMass0& ParkingDoubleMuonLowMass1& ParkingDoubleMuonLowMass1& ParkingDoubleMuonLowMass2& ParkingDoubleMuonLowMass2& ParkingDoubleMuonLowMass3& ParkingDoubleMuonLowMass3,L1_DoubleMu8_SQ OR L1_DoubleMu9_SQ
HLT_Dimuon25_Jpsi_noCorrL1_v20,BPH,Yes,1,OnlineMonitor& ParkingDoubleMuonLowMass0& ParkingDoubleMuonLowMass1& ParkingDoubleMuonLowMass2& ParkingDoubleMuonLowMass3& ParkingDoubleMuonLowMass4& ParkingDoubleMuonLowMass5& ParkingDoubleMuonLowMass6& ParkingDoubleMuonLowMass7,DQM& ParkingDoubleMuonLowMass0& ParkingDoubleMuonLowMass0& ParkingDoubleMuonLowMass1& ParkingDoubleMuonLowMass1& ParkingDoubleMuonLowMass2& ParkingDoubleMuonLowMass2& ParkingDoubleMuonLowMass3& ParkingDoubleMuonLowMass3,L1_DoubleMu8_SQ OR L1_DoubleMu9_SQ
HLT_DiMu4_Ele9_CaloIdL_TrackIdL_DZ_Mass3p8_v31,NPS,Yes,1,MuonEG& OnlineMonitor,DQM& PhysicsBTagMuEGTau,L1_DoubleMu4_SQ_EG9er2p5 OR L1_DoubleMu5_SQ_EG9er2p5
HLT_DiMu9_Ele9_CaloIdL_TrackIdL_DZ_v31,HIG& SMP& TOP,Yes,1,MuonEG& OnlineMonitor,DQM& PhysicsBTagMuEGTau,L1_DoubleMu5_SQ_EG9er2p5
HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v31,HIG& SMP,Yes,2,MuonEG& OnlineMonitor,DQM& PhysicsBTagMuEGTau,L1_DoubleMu5_SQ_EG9er2p5
HLT_DoubleIsoMu20_eta2p1_v21,TAU,Yes,1,,,L1_DoubleMu18er2p1_SQ
HLT_TrkMu12_DoubleTrkMu5NoFiltersNoVtx_v19,EXO& NPS,Yes,1,Muon0& Muon1& OnlineMonitor,DQM& PhysicsMuon0& PhysicsMuon1,L1_DoubleMu_12_5 OR L1_DoubleMu_15_5_SQ OR L1_DoubleMu_15_7 OR L1_TripleMu_5_3_3
HLT_Mu8_v26,BPH& HIG& MUO& NPS,Yes,2,Muon0& Muon1& OnlineMonitor,DQM& PhysicsMuon0& PhysicsMuon1,L1_SingleMu3 OR L1_SingleMu5 OR L1_SingleMu7
HLT_Mu17_v27,HIG& MUO& NPS& TOP,Yes,1,Muon0& Muon1& OnlineMonitor,DQM& PhysicsMuon0& PhysicsMuon1,L1_SingleMu15_DQ
HLT_Mu19_v18,MUO,Yes,1,Muon0& Muon1& OnlineMonitor,DQM& PhysicsMuon0& PhysicsMuon1,L1_SingleMu15_DQ
HLT_Mu17_Photon30_IsoCaloId_v20,NPS,Yes,1,MuonEG& OnlineMonitor,DQM& PhysicsBTagMuEGTau,L1_Mu7_EG20er2p5 OR L1_Mu5_EG23er2p5 OR L1_Mu5_LooseIsoEG20er2p5 OR L1_Mu7_EG23er2p5 OR L1_Mu7_LooseIsoEG20er2p5 OR L1_Mu7_LooseIsoEG23er2p5
HLT_Ele8_CaloIdL_TrackIdL_IsoVL_PFJet30_v30,HIG& NPS& TOP,Yes,1,EGamma0& EGamma1& EGamma2& EGamma3& OnlineMonitor,DQM& PhysicsEGamma0& PhysicsEGamma0& PhysicsEGamma1& PhysicsEGamma1,L1_SingleEG10er2p5 OR L1_SingleEG8er2p5
HLT_Ele12_CaloIdL_TrackIdL_IsoVL_PFJet30_v32,HIG& SMP& NPS,Yes,1,EGamma0& EGamma1& EGamma2& EGamma3& OnlineMonitor,DQM& PhysicsEGamma0& PhysicsEGamma0& PhysicsEGamma1& PhysicsEGamma1,L1_SingleEG10er2p5 OR L1_SingleEG15er2p5
HLT_Ele14_eta2p5_IsoVVVL_Gsf_PFHT200_PNetBTag0p53_v7,HIG& TOP,Yes,1,EGamma0& EGamma1& EGamma2& EGamma3& OnlineMonitor,DQM& PhysicsEGamma0& PhysicsEGamma0& PhysicsEGamma1& PhysicsEGamma1,L1_LooseIsoEG14er2p5_HTT200er OR L1_LooseIsoEG16er2p5_HTT200er OR L1_HTT280er
HLT_Ele23_CaloIdL_TrackIdL_IsoVL_PFJet30_v32,HIG& SMP& NPS& TOP,Yes,1,EGamma0& EGamma1& EGamma2& EGamma3& OnlineMonitor,DQM& PhysicsEGamma0& PhysicsEGamma0& PhysicsEGamma1& PhysicsEGamma1,L1_SingleEG15er2p5
HLT_Ele8_CaloIdM_TrackIdM_PFJet30_v32,HIG& NPS& TOP,Yes,1,EGamma0& EGamma1& EGamma2& EGamma3& OnlineMonitor,DQM& PhysicsEGamma0& PhysicsEGamma0& PhysicsEGamma1& PhysicsEGamma1,L1_SingleEG10er2p5 OR L1_SingleEG8er2p5
HLT_Ele17_CaloIdM_TrackIdM_PFJet30_v30,HIG& NPS& TOP,Yes,1,EGamma0& EGamma1& EGamma2& EGamma3& OnlineMonitor,DQM& PhysicsEGamma0& PhysicsEGamma0& PhysicsEGamma1& PhysicsEGamma1,L1_SingleEG15er2p5
HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v32,HIG& TOP,Yes,1,EGamma0& EGamma1& EGamma2& EGamma3& OnlineMonitor,DQM& PhysicsEGamma0& PhysicsEGamma0& PhysicsEGamma1& PhysicsEGamma1,L1_SingleEG15er2p5
HLT_Ele50_CaloIdVT_GsfTrkIdT_PFJet165_v32,B2G& EXO& TOP,Yes,1,EGamma0& EGamma1& EGamma2& EGamma3& OnlineMonitor,DQM& PhysicsEGamma0& PhysicsEGamma0& PhysicsEGamma1& PhysicsEGamma1,L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60
HLT_Ele115_CaloIdVT_GsfTrkIdT_v27,B2G& EGM& EXO& HIG& SMP& NPS& TOP,Yes,1,EGamma0& EGamma1& EGamma2& EGamma3& OnlineMonitor,DQM& PhysicsEGamma0& PhysicsEGamma0& PhysicsEGamma1& PhysicsEGamma1,L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_SingleTau120er2p1 OR L1_SingleTau130er2p1 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60
HLT_Ele135_CaloIdVT_GsfTrkIdT_v20,EGM& EXO,Yes,1,EGamma0& EGamma1& EGamma2& EGamma3& OnlineMonitor,DQM& PhysicsEGamma0& PhysicsEGamma0& PhysicsEGamma1& PhysicsEGamma1,L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_SingleTau120er2p1 OR L1_SingleTau130er2p1 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60
HLT_PFHT330PT30_QuadPFJet_75_60_45_40_v23,B2G& EXO& TOP,Yes,128,ParkingHH0& ParkingHH1,ParkingHH& ParkingHH,L1_QuadJet60er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_70_55_40_40_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3
HLT_PFHT400_SixPFJet32_v23,B2G& TOP,Yes,65,ParkingHH0& ParkingHH1,ParkingHH& ParkingHH,L1_QuadJet60er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_70_55_40_40_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_Mu6_HTT240er
HLT_PFHT400_SixPFJet32_PNet2BTagMean0p50_v11,B2G& TOP,Yes,1,ParkingHH0& ParkingHH1,ParkingHH& ParkingHH,L1_QuadJet60er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_70_55_40_40_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_Mu6_HTT240er
HLT_PFHT450_SixPFJet36_v22,B2G& TOP,Yes,25,ParkingHH0& ParkingHH1,ParkingHH& ParkingHH,L1_QuadJet60er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_70_55_40_40_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_Mu6_HTT240er
HLT_PFHT450_SixPFJet36_PNetBTag0p35_v11,B2G& TOP,Yes,1,ParkingHH0& ParkingHH1,ParkingHH& ParkingHH,L1_QuadJet60er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_70_55_40_40_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_Mu6_HTT240er
HLT_PFHT400_FivePFJet_120_120_60_30_30_v8,B2G,Yes,40,ParkingHH0& ParkingHH1,ParkingHH& ParkingHH,L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_70_55_40_40_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_QuadJet60er2p5 OR L1_TripleJet_95_75_65_DoubleJet_75_65_er2p5 OR L1_TripleJet_100_80_70_DoubleJet_80_70_er2p5 OR L1_TripleJet_105_85_75_DoubleJet_85_75_er2p5
HLT_PFHT350_v33,SMP& NPS& TOP,Yes,256,JetMET0& JetMET1& OnlineMonitor,DQM& PhysicsJetMET0& PhysicsJetMET1,L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_70_55_40_40_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_QuadJet60er2p5
HLT_Photon60_R9Id90_CaloIdL_IsoL_DisplacedIdL_PFHT350_v12,EXO,Yes,1,EGamma0& EGamma1& EGamma2& EGamma3& OnlineMonitor,DQM& PhysicsEGamma0& PhysicsEGamma0& PhysicsEGamma1& PhysicsEGamma1,L1_SingleEG40er2p5 OR L1_SingleTau120er2p1 OR L1_SingleTau130er2p1 OR L1_SingleJet180 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60
HLT_Photon60_R9Id90_CaloIdL_IsoL_DisplacedIdL_PFHT380_v12,EXO,Yes,1,EGamma0& EGamma1& EGamma2& EGamma3& OnlineMonitor,DQM& PhysicsEGamma0& PhysicsEGamma0& PhysicsEGamma1& PhysicsEGamma1,L1_SingleEG40er2p5 OR L1_SingleTau120er2p1 OR L1_SingleTau130er2p1 OR L1_SingleJet180 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60
HLT_Photon60_R9Id90_CaloIdL_IsoL_DisplacedIdL_PFHT400_v12,EXO,Yes,1,EGamma0& EGamma1& EGamma2& EGamma3& OnlineMonitor,DQM& PhysicsEGamma0& PhysicsEGamma0& PhysicsEGamma1& PhysicsEGamma1,L1_SingleEG40er2p5 OR L1_SingleTau120er2p1 OR L1_SingleTau130er2p1 OR L1_SingleJet180 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60
HLT_ECALHT800_v22,EXO,Yes,1,EGamma0& EGamma1& EGamma2& EGamma3& OnlineMonitor,DQM& PhysicsEGamma0& PhysicsEGamma0& PhysicsEGamma1& PhysicsEGamma1,L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60 OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_ETT2000 OR L1_ETMHF70 OR L1_ETMHF80 OR L1_ETMHF90 OR L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF130 OR L1_ETMHF140 OR L1_ETMHF150 OR L1_ETM150 OR L1_ETMHF70_HTT60er OR L1_ETMHF80_HTT60er OR L1_ETMHF90_HTT60er OR L1_ETMHF100_HTT60er OR L1_ETMHF110_HTT60er OR L1_ETMHF120_HTT60er OR L1_ETMHF130_HTT60er
HLT_DiSC30_18_EIso_AND_HE_Mass70_v25,AlCa& ECAL,Yes,256,EGamma0& EGamma1& EGamma2& EGamma3& OnlineMonitor,DQM& PhysicsEGamma0& PhysicsEGamma0& PhysicsEGamma1& PhysicsEGamma1,L1_SingleIsoEG30er2p5 OR L1_SingleIsoEG28er2p5 OR L1_SingleIsoEG28er2p1 OR L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60 OR L1_SingleIsoEG30er2p1 OR L1_SingleIsoEG32er2p1 OR L1_SingleIsoEG34er2p5 OR L1_DoubleEG_22_10_er2p5 OR L1_DoubleEG_25_14_er2p5 OR L1_DoubleEG_25_12_er2p5 OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_SingleTau120er2p1 OR L1_SingleTau130er2p1
HLT_Photon20_HoverELoose_v21,HIN,Yes,2,EGamma0& EGamma1& EGamma2& EGamma3& OnlineMonitor,DQM& PhysicsEGamma0& PhysicsEGamma0& PhysicsEGamma1& PhysicsEGamma1,L1_SingleEG10er2p5
HLT_Photon30_HoverELoose_v21,HIN,Yes,1,EGamma0& EGamma1& EGamma2& EGamma3& OnlineMonitor,DQM& PhysicsEGamma0& PhysicsEGamma0& PhysicsEGamma1& PhysicsEGamma1,L1_SingleEG10er2p5
HLT_L1_CDC_SingleMu_3_er1p2_TOP120_DPHI2p618_3p142_v10,AlCa& Tracker,Yes,30,Commissioning& OnlineMonitor,DQM& PhysicsCommissioning,L1_CDC_SingleMu_3_er1p2_TOP120_DPHI2p618_3p142
HLT_CDC_L2cosmic_10_er1p0_v11,AlCa& Tracker,Yes,1,NoBPTX& OnlineMonitor,DQM& PhysicsCommissioning,L1_CDC_SingleMu_3_er1p2_TOP120_DPHI2p618_3p142
HLT_CDC_L2cosmic_5p5_er1p0_v11,AlCa& Tracker,Yes,3,NoBPTX& OnlineMonitor,DQM& PhysicsCommissioning,L1_CDC_SingleMu_3_er1p2_TOP120_DPHI2p618_3p142
HLT_Photon60_R9Id90_HE10_IsoM_EBOnly_PFJetsMJJ300DEta3_v11,EXO,Yes,1,EGamma0& EGamma1& EGamma2& EGamma3& OnlineMonitor,DQM& PhysicsEGamma0& PhysicsEGamma0& PhysicsEGamma1& PhysicsEGamma1,L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60
HLT_Photon75_R9Id90_HE10_IsoM_EBOnly_PFJetsMJJ300DEta3_v19,SMP,Yes,1,EGamma0& EGamma1& EGamma2& EGamma3& OnlineMonitor,DQM& PhysicsEGamma0& PhysicsEGamma0& PhysicsEGamma1& PhysicsEGamma1,L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60
HLT_Mu18_Mu9_SameSign_v18,HIG,Yes,1,Muon0& Muon1& OnlineMonitor,DQM& PhysicsMuon0& PhysicsMuon1,L1_DoubleMu_12_5 OR L1_DoubleMu_15_7
HLT_DoubleMu2_Jpsi_DoubleTrk1_Phi1p05_v20,BPH,Yes,1,OnlineMonitor& ParkingDoubleMuonLowMass0& ParkingDoubleMuonLowMass1& ParkingDoubleMuonLowMass2& ParkingDoubleMuonLowMass3& ParkingDoubleMuonLowMass4& ParkingDoubleMuonLowMass5& ParkingDoubleMuonLowMass6& ParkingDoubleMuonLowMass7,DQM& ParkingDoubleMuonLowMass0& ParkingDoubleMuonLowMass0& ParkingDoubleMuonLowMass1& ParkingDoubleMuonLowMass1& ParkingDoubleMuonLowMass2& ParkingDoubleMuonLowMass2& ParkingDoubleMuonLowMass3& ParkingDoubleMuonLowMass3,L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4 OR L1_DoubleMu0er1p4_SQ_OS_dR_Max1p4 OR L1_DoubleMu4p5_SQ_OS_dR_Max1p2 OR L1_DoubleMu4_SQ_OS_dR_Max1p2
HLT_DoubleMu3_DCA_PFMET50_PFMHT60_v24,EXO& NPS,Yes,1,Muon0& Muon1& OnlineMonitor,DQM& PhysicsMuon0& PhysicsMuon1,L1_DoubleMu3_SQ_ETMHF30_HTT60er OR L1_DoubleMu3_SQ_ETMHF40_HTT60er OR L1_DoubleMu3_SQ_ETMHF50_HTT60er OR L1_DoubleMu3_SQ_ETMHF30_Jet60er2p5_OR_DoubleJet40er2p5 OR L1_DoubleMu3_SQ_ETMHF40_Jet60er2p5_OR_DoubleJet40er2p5 OR L1_DoubleMu3_SQ_ETMHF50_Jet60er2p5_OR_DoubleJet40er2p5 OR L1_DoubleMu3_SQ_ETMHF50_Jet60er2p5 OR L1_DoubleMu3_SQ_ETMHF60_Jet60er2p5
HLT_DoubleMu3_DCA_PFMET50_PFMHT60_Mass2p0_v8,EXO& NPS,Yes,32,Muon0& Muon1& OnlineMonitor,DQM& PhysicsMuon0& PhysicsMuon1,L1_DoubleMu3_SQ_ETMHF30_HTT60er OR L1_DoubleMu3_SQ_ETMHF40_HTT60er OR L1_DoubleMu3_SQ_ETMHF50_HTT60er OR L1_DoubleMu3_SQ_ETMHF30_Jet60er2p5_OR_DoubleJet40er2p5 OR L1_DoubleMu3_SQ_ETMHF40_Jet60er2p5_OR_DoubleJet40er2p5 OR L1_DoubleMu3_SQ_ETMHF50_Jet60er2p5_OR_DoubleJet40er2p5 OR L1_DoubleMu3_SQ_ETMHF50_Jet60er2p5 OR L1_DoubleMu3_SQ_ETMHF60_Jet60er2p5
HLT_DoubleMu3_DCA_PFMET50_PFMHT60_Mass2p0_noDCA_v8,EXO& NPS,Yes,32,Muon0& Muon1& OnlineMonitor,DQM& PhysicsMuon0& PhysicsMuon1,L1_DoubleMu3_SQ_ETMHF30_HTT60er OR L1_DoubleMu3_SQ_ETMHF40_HTT60er OR L1_DoubleMu3_SQ_ETMHF50_HTT60er OR L1_DoubleMu3_SQ_ETMHF30_Jet60er2p5_OR_DoubleJet40er2p5 OR L1_DoubleMu3_SQ_ETMHF40_Jet60er2p5_OR_DoubleJet40er2p5 OR L1_DoubleMu3_SQ_ETMHF50_Jet60er2p5_OR_DoubleJet40er2p5 OR L1_DoubleMu3_SQ_ETMHF50_Jet60er2p5 OR L1_DoubleMu3_SQ_ETMHF60_Jet60er2p5
HLT_TripleMu_5_3_3_Mass3p8_DCA_v17,EXO& NPS,Yes,1,Muon0& Muon1& OnlineMonitor,DQM& PhysicsMuon0& PhysicsMuon1,L1_TripleMu0 OR L1_TripleMu_5_5_3 OR L1_TripleMu_5_3_3 OR L1_TripleMu3_SQ
HLT_QuadPFJet103_88_75_15_v19,HIG,Yes,256,OnlineMonitor& ParkingVBF0& ParkingVBF1& ParkingVBF2& ParkingVBF3& ParkingVBF4& ParkingVBF5& ParkingVBF6& ParkingVBF7,DQM& ParkingVBF0& ParkingVBF0& ParkingVBF1& ParkingVBF1& ParkingVBF2& ParkingVBF2& ParkingVBF3& ParkingVBF3,L1_TripleJet_95_75_65_DoubleJet_75_65_er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
