Path,Owners,Online?,PS (HIon),Datasets (SmartPS),Streams,L1T Seed
HLT_HIUPC_SingleUncorrJet24_NotZDC_OR_MaxPixelCluster10000_v1,HIN,Yes,1,HIForward0& HIForward1& HIForward10& HIForward11& HIForward12& HIForward13& HIForward14& HIForward15& HIForward16& HIForward17& HIForward18& HIForward19& HIForward2& HIForward3& HIForward4& HIForward5& HIForward6& HIForward7& HIForward8& HIForward9,PhysicsHIForward0& PhysicsHIForward1& PhysicsHIForward10& PhysicsHIForward11& PhysicsHIForward12& PhysicsHIForward13& PhysicsHIForward14& PhysicsHIForward15& PhysicsHIForward16& PhysicsHIForward17& PhysicsHIForward18& PhysicsHIForward19& PhysicsHIForward2& PhysicsHIForward3& PhysicsHIForward4& PhysicsHIForward5& PhysicsHIForward6& PhysicsHIForward7& PhysicsHIForward8& PhysicsHIForward9,L1_SingleUncorrJet24_notZDC_OR_BptxAND
HLT_HIUPC_SingleUncorrJet28_NotZDC_OR_MaxPixelCluster10000_v1,HIN,Yes,1,HIForward0& HIForward1& HIForward10& HIForward11& HIForward12& HIForward13& HIForward14& HIForward15& HIForward16& HIForward17& HIForward18& HIForward19& HIForward2& HIForward3& HIForward4& HIForward5& HIForward6& HIForward7& HIForward8& HIForward9,PhysicsHIForward0& PhysicsHIForward1& PhysicsHIForward10& PhysicsHIForward11& PhysicsHIForward12& PhysicsHIForward13& PhysicsHIForward14& PhysicsHIForward15& PhysicsHIForward16& PhysicsHIForward17& PhysicsHIForward18& PhysicsHIForward19& PhysicsHIForward2& PhysicsHIForward3& PhysicsHIForward4& PhysicsHIForward5& PhysicsHIForward6& PhysicsHIForward7& PhysicsHIForward8& PhysicsHIForward9,L1_SingleUncorrJet28_notZDC_OR_BptxAND
HLT_HIUPC_DoubleJet8_DeltaPhi2p0_NotMBHF2AND_MaxPixelCluster10000_v1,HIN,Yes,1,HIForward0& HIForward1& HIForward10& HIForward11& HIForward12& HIForward13& HIForward14& HIForward15& HIForward16& HIForward17& HIForward18& HIForward19& HIForward2& HIForward3& HIForward4& HIForward5& HIForward6& HIForward7& HIForward8& HIForward9,PhysicsHIForward0& PhysicsHIForward1& PhysicsHIForward10& PhysicsHIForward11& PhysicsHIForward12& PhysicsHIForward13& PhysicsHIForward14& PhysicsHIForward15& PhysicsHIForward16& PhysicsHIForward17& PhysicsHIForward18& PhysicsHIForward19& PhysicsHIForward2& PhysicsHIForward3& PhysicsHIForward4& PhysicsHIForward5& PhysicsHIForward6& PhysicsHIForward7& PhysicsHIForward8& PhysicsHIForward9,L1_DoubleJet8_DeltaPhi2p0_notMinimumBiasHF2_BptxAND
HLT_HIUPC_DoubleJet12_DeltaPhi2p0_NotMBHF2AND_MaxPixelCluster10000_v1,HIN,Yes,1,HIForward0& HIForward1& HIForward10& HIForward11& HIForward12& HIForward13& HIForward14& HIForward15& HIForward16& HIForward17& HIForward18& HIForward19& HIForward2& HIForward3& HIForward4& HIForward5& HIForward6& HIForward7& HIForward8& HIForward9,PhysicsHIForward0& PhysicsHIForward1& PhysicsHIForward10& PhysicsHIForward11& PhysicsHIForward12& PhysicsHIForward13& PhysicsHIForward14& PhysicsHIForward15& PhysicsHIForward16& PhysicsHIForward17& PhysicsHIForward18& PhysicsHIForward19& PhysicsHIForward2& PhysicsHIForward3& PhysicsHIForward4& PhysicsHIForward5& PhysicsHIForward6& PhysicsHIForward7& PhysicsHIForward8& PhysicsHIForward9,L1_DoubleJet12_DeltaPhi2p0_notMinimumBiasHF2_BptxAND
HLT_HIUPC_DoubleJet16_DeltaPhi2p0_NotMBHF2AND_MaxPixelCluster10000_v1,HIN,Yes,1,HIForward0& HIForward1& HIForward10& HIForward11& HIForward12& HIForward13& HIForward14& HIForward15& HIForward16& HIForward17& HIForward18& HIForward19& HIForward2& HIForward3& HIForward4& HIForward5& HIForward6& HIForward7& HIForward8& HIForward9,PhysicsHIForward0& PhysicsHIForward1& PhysicsHIForward10& PhysicsHIForward11& PhysicsHIForward12& PhysicsHIForward13& PhysicsHIForward14& PhysicsHIForward15& PhysicsHIForward16& PhysicsHIForward17& PhysicsHIForward18& PhysicsHIForward19& PhysicsHIForward2& PhysicsHIForward3& PhysicsHIForward4& PhysicsHIForward5& PhysicsHIForward6& PhysicsHIForward7& PhysicsHIForward8& PhysicsHIForward9,L1_DoubleJet16_DeltaPhi2p0_notMinimumBiasHF2_BptxAND
HLT_HIUPC_DoubleJet8_DeltaPhi2p0_NotZDCAND_MaxPixelCluster10000_v1,HIN,Yes,1,HIForward0& HIForward1& HIForward10& HIForward11& HIForward12& HIForward13& HIForward14& HIForward15& HIForward16& HIForward17& HIForward18& HIForward19& HIForward2& HIForward3& HIForward4& HIForward5& HIForward6& HIForward7& HIForward8& HIForward9,PhysicsHIForward0& PhysicsHIForward1& PhysicsHIForward10& PhysicsHIForward11& PhysicsHIForward12& PhysicsHIForward13& PhysicsHIForward14& PhysicsHIForward15& PhysicsHIForward16& PhysicsHIForward17& PhysicsHIForward18& PhysicsHIForward19& PhysicsHIForward2& PhysicsHIForward3& PhysicsHIForward4& PhysicsHIForward5& PhysicsHIForward6& PhysicsHIForward7& PhysicsHIForward8& PhysicsHIForward9,L1_DoubleJet8_DeltaPhi2p0_NotZDC1n_AND_BptxAND
HLT_HIUPC_DoubleJet12_DeltaPhi2p0_NotZDCAND_MaxPixelCluster10000_v1,HIN,Yes,1,HIForward0& HIForward1& HIForward10& HIForward11& HIForward12& HIForward13& HIForward14& HIForward15& HIForward16& HIForward17& HIForward18& HIForward19& HIForward2& HIForward3& HIForward4& HIForward5& HIForward6& HIForward7& HIForward8& HIForward9,PhysicsHIForward0& PhysicsHIForward1& PhysicsHIForward10& PhysicsHIForward11& PhysicsHIForward12& PhysicsHIForward13& PhysicsHIForward14& PhysicsHIForward15& PhysicsHIForward16& PhysicsHIForward17& PhysicsHIForward18& PhysicsHIForward19& PhysicsHIForward2& PhysicsHIForward3& PhysicsHIForward4& PhysicsHIForward5& PhysicsHIForward6& PhysicsHIForward7& PhysicsHIForward8& PhysicsHIForward9,L1_DoubleJet12_DeltaPhi2p0_NotZDC1n_AND_BptxAND
HLT_HIUPC_DoubleJet16_DeltaPhi2p0_NotZDCAND_MaxPixelCluster10000_v1,HIN,Yes,1,HIForward0& HIForward1& HIForward10& HIForward11& HIForward12& HIForward13& HIForward14& HIForward15& HIForward16& HIForward17& HIForward18& HIForward19& HIForward2& HIForward3& HIForward4& HIForward5& HIForward6& HIForward7& HIForward8& HIForward9,PhysicsHIForward0& PhysicsHIForward1& PhysicsHIForward10& PhysicsHIForward11& PhysicsHIForward12& PhysicsHIForward13& PhysicsHIForward14& PhysicsHIForward15& PhysicsHIForward16& PhysicsHIForward17& PhysicsHIForward18& PhysicsHIForward19& PhysicsHIForward2& PhysicsHIForward3& PhysicsHIForward4& PhysicsHIForward5& PhysicsHIForward6& PhysicsHIForward7& PhysicsHIForward8& PhysicsHIForward9,L1_DoubleJet16_DeltaPhi2p0_NotZDC1n_AND_BptxAND
HLT_HIUPC_DoubleJet8_DeltaPhi2p0_NotZDC1nOR_MaxPixelCluster10000_v1,HIN,Yes,1,HIForward0& HIForward1& HIForward10& HIForward11& HIForward12& HIForward13& HIForward14& HIForward15& HIForward16& HIForward17& HIForward18& HIForward19& HIForward2& HIForward3& HIForward4& HIForward5& HIForward6& HIForward7& HIForward8& HIForward9,PhysicsHIForward0& PhysicsHIForward1& PhysicsHIForward10& PhysicsHIForward11& PhysicsHIForward12& PhysicsHIForward13& PhysicsHIForward14& PhysicsHIForward15& PhysicsHIForward16& PhysicsHIForward17& PhysicsHIForward18& PhysicsHIForward19& PhysicsHIForward2& PhysicsHIForward3& PhysicsHIForward4& PhysicsHIForward5& PhysicsHIForward6& PhysicsHIForward7& PhysicsHIForward8& PhysicsHIForward9,L1_DoubleJet8_DeltaPhi2p0_notZDC_OR_BptxAND
HLT_HIUPC_DoubleJet12_DeltaPhi2p0_NotZDC1nOR_MaxPixelCluster10000_v1,HIN,Yes,1,HIForward0& HIForward1& HIForward10& HIForward11& HIForward12& HIForward13& HIForward14& HIForward15& HIForward16& HIForward17& HIForward18& HIForward19& HIForward2& HIForward3& HIForward4& HIForward5& HIForward6& HIForward7& HIForward8& HIForward9,PhysicsHIForward0& PhysicsHIForward1& PhysicsHIForward10& PhysicsHIForward11& PhysicsHIForward12& PhysicsHIForward13& PhysicsHIForward14& PhysicsHIForward15& PhysicsHIForward16& PhysicsHIForward17& PhysicsHIForward18& PhysicsHIForward19& PhysicsHIForward2& PhysicsHIForward3& PhysicsHIForward4& PhysicsHIForward5& PhysicsHIForward6& PhysicsHIForward7& PhysicsHIForward8& PhysicsHIForward9,L1_DoubleJet12_DeltaPhi2p0_notZDC_OR_BptxAND
HLT_HIUPC_DoubleJet16_DeltaPhi2p0_NotZDC1nOR_MaxPixelCluster10000_v1,HIN,Yes,1,HIForward0& HIForward1& HIForward10& HIForward11& HIForward12& HIForward13& HIForward14& HIForward15& HIForward16& HIForward17& HIForward18& HIForward19& HIForward2& HIForward3& HIForward4& HIForward5& HIForward6& HIForward7& HIForward8& HIForward9,PhysicsHIForward0& PhysicsHIForward1& PhysicsHIForward10& PhysicsHIForward11& PhysicsHIForward12& PhysicsHIForward13& PhysicsHIForward14& PhysicsHIForward15& PhysicsHIForward16& PhysicsHIForward17& PhysicsHIForward18& PhysicsHIForward19& PhysicsHIForward2& PhysicsHIForward3& PhysicsHIForward4& PhysicsHIForward5& PhysicsHIForward6& PhysicsHIForward7& PhysicsHIForward8& PhysicsHIForward9,L1_DoubleJet16_DeltaPhi2p0_notZDC_OR_BptxAND
HLT_HIUPC_Random_HighRate_v1,HIN,Yes,0,HIForward0& HIForward1& HIForward10& HIForward11& HIForward12& HIForward13& HIForward14& HIForward15& HIForward16& HIForward17& HIForward18& HIForward19& HIForward2& HIForward3& HIForward4& HIForward5& HIForward6& HIForward7& HIForward8& HIForward9,PhysicsHIForward0& PhysicsHIForward1& PhysicsHIForward10& PhysicsHIForward11& PhysicsHIForward12& PhysicsHIForward13& PhysicsHIForward14& PhysicsHIForward15& PhysicsHIForward16& PhysicsHIForward17& PhysicsHIForward18& PhysicsHIForward19& PhysicsHIForward2& PhysicsHIForward3& PhysicsHIForward4& PhysicsHIForward5& PhysicsHIForward6& PhysicsHIForward7& PhysicsHIForward8& PhysicsHIForward9,
HLT_HIUPC_HFafterglowCombined_v1,HIN,Yes,1,HIForward0& HIForward1& HIForward10& HIForward11& HIForward12& HIForward13& HIForward14& HIForward15& HIForward16& HIForward17& HIForward18& HIForward19& HIForward2& HIForward3& HIForward4& HIForward5& HIForward6& HIForward7& HIForward8& HIForward9,PhysicsHIForward0& PhysicsHIForward1& PhysicsHIForward10& PhysicsHIForward11& PhysicsHIForward12& PhysicsHIForward13& PhysicsHIForward14& PhysicsHIForward15& PhysicsHIForward16& PhysicsHIForward17& PhysicsHIForward18& PhysicsHIForward19& PhysicsHIForward2& PhysicsHIForward3& PhysicsHIForward4& PhysicsHIForward5& PhysicsHIForward6& PhysicsHIForward7& PhysicsHIForward8& PhysicsHIForward9,L1_SingleJet8_ZDC1n_XOR_NotPreBptx_BptxAND OR L1_SingleJet8_ZDC1n_AsymXOR_NotPreBptx_BptxAND OR L1_SingleJet12_ZDC1n_XOR_NotPreBptx_BptxAND OR L1_SingleJet12_ZDC1n_AsymXOR_NotPreBptx_BptxAND OR L1_SingleJet16_ZDC1n_XOR_NotPreBptx_BptxAND OR L1_SingleJet16_ZDC1n_AsymXOR_NotPreBptx_BptxAND OR L1_SingleJet20_ZDC1n_XOR_NotPreBptx_BptxAND OR L1_SingleJet20_ZDC1n_AsymXOR_NotPreBptx_BptxAND OR L1_SingleJet24_ZDC1n_XOR_NotPreBptx_BptxAND OR L1_SingleJet24_ZDC1n_AsymXOR_NotPreBptx_BptxAND OR L1_SingleJet28_ZDC1n_XOR_NotPreBptx_BptxAND OR L1_SingleJet28_ZDC1n_AsymXOR_NotPreBptx_BptxAND
HLT_HIL1SingleMuOpen_Centrality30to100_v1,HIN,Yes,0,HIPhysicsRawPrime0& HIPhysicsRawPrime1& HIPhysicsRawPrime10& HIPhysicsRawPrime11& HIPhysicsRawPrime12& HIPhysicsRawPrime13& HIPhysicsRawPrime14& HIPhysicsRawPrime15& HIPhysicsRawPrime16& HIPhysicsRawPrime17& HIPhysicsRawPrime18& HIPhysicsRawPrime19& HIPhysicsRawPrime2& HIPhysicsRawPrime20& HIPhysicsRawPrime21& HIPhysicsRawPrime22& HIPhysicsRawPrime23& HIPhysicsRawPrime24& HIPhysicsRawPrime25& HIPhysicsRawPrime26& HIPhysicsRawPrime27& HIPhysicsRawPrime28& HIPhysicsRawPrime29& HIPhysicsRawPrime3& HIPhysicsRawPrime30& HIPhysicsRawPrime31& HIPhysicsRawPrime32& HIPhysicsRawPrime33& HIPhysicsRawPrime34& HIPhysicsRawPrime35& HIPhysicsRawPrime36& HIPhysicsRawPrime37& HIPhysicsRawPrime38& HIPhysicsRawPrime39& HIPhysicsRawPrime4& HIPhysicsRawPrime40& HIPhysicsRawPrime41& HIPhysicsRawPrime42& HIPhysicsRawPrime43& HIPhysicsRawPrime44& HIPhysicsRawPrime45& HIPhysicsRawPrime46& HIPhysicsRawPrime47& HIPhysicsRawPrime48& HIPhysicsRawPrime49& HIPhysicsRawPrime5& HIPhysicsRawPrime50& HIPhysicsRawPrime51& HIPhysicsRawPrime52& HIPhysicsRawPrime53& HIPhysicsRawPrime54& HIPhysicsRawPrime55& HIPhysicsRawPrime56& HIPhysicsRawPrime57& HIPhysicsRawPrime58& HIPhysicsRawPrime59& HIPhysicsRawPrime6& HIPhysicsRawPrime7& HIPhysicsRawPrime8& HIPhysicsRawPrime9,PhysicsHIPhysicsRawPrime0& PhysicsHIPhysicsRawPrime1& PhysicsHIPhysicsRawPrime10& PhysicsHIPhysicsRawPrime11& PhysicsHIPhysicsRawPrime12& PhysicsHIPhysicsRawPrime13& PhysicsHIPhysicsRawPrime14& PhysicsHIPhysicsRawPrime15& PhysicsHIPhysicsRawPrime16& PhysicsHIPhysicsRawPrime17& PhysicsHIPhysicsRawPrime18& PhysicsHIPhysicsRawPrime19& PhysicsHIPhysicsRawPrime2& PhysicsHIPhysicsRawPrime20& PhysicsHIPhysicsRawPrime21& PhysicsHIPhysicsRawPrime22& PhysicsHIPhysicsRawPrime23& PhysicsHIPhysicsRawPrime24& PhysicsHIPhysicsRawPrime25& PhysicsHIPhysicsRawPrime26& PhysicsHIPhysicsRawPrime27& PhysicsHIPhysicsRawPrime28& PhysicsHIPhysicsRawPrime29& PhysicsHIPhysicsRawPrime3& PhysicsHIPhysicsRawPrime30& PhysicsHIPhysicsRawPrime31& PhysicsHIPhysicsRawPrime32& PhysicsHIPhysicsRawPrime33& PhysicsHIPhysicsRawPrime34& PhysicsHIPhysicsRawPrime35& PhysicsHIPhysicsRawPrime36& PhysicsHIPhysicsRawPrime37& PhysicsHIPhysicsRawPrime38& PhysicsHIPhysicsRawPrime39& PhysicsHIPhysicsRawPrime4& PhysicsHIPhysicsRawPrime40& PhysicsHIPhysicsRawPrime41& PhysicsHIPhysicsRawPrime42& PhysicsHIPhysicsRawPrime43& PhysicsHIPhysicsRawPrime44& PhysicsHIPhysicsRawPrime45& PhysicsHIPhysicsRawPrime46& PhysicsHIPhysicsRawPrime47& PhysicsHIPhysicsRawPrime48& PhysicsHIPhysicsRawPrime49& PhysicsHIPhysicsRawPrime5& PhysicsHIPhysicsRawPrime50& PhysicsHIPhysicsRawPrime51& PhysicsHIPhysicsRawPrime52& PhysicsHIPhysicsRawPrime53& PhysicsHIPhysicsRawPrime54& PhysicsHIPhysicsRawPrime55& PhysicsHIPhysicsRawPrime56& PhysicsHIPhysicsRawPrime57& PhysicsHIPhysicsRawPrime58& PhysicsHIPhysicsRawPrime59& PhysicsHIPhysicsRawPrime6& PhysicsHIPhysicsRawPrime7& PhysicsHIPhysicsRawPrime8& PhysicsHIPhysicsRawPrime9,L1_SingleMuOpen_Centrality_30_100_BptxAND
HLT_HIL1SingleMu0_Centrality30to100_v1,HIN,Yes,0,HIPhysicsRawPrime0& HIPhysicsRawPrime1& HIPhysicsRawPrime10& HIPhysicsRawPrime11& HIPhysicsRawPrime12& HIPhysicsRawPrime13& HIPhysicsRawPrime14& HIPhysicsRawPrime15& HIPhysicsRawPrime16& HIPhysicsRawPrime17& HIPhysicsRawPrime18& HIPhysicsRawPrime19& HIPhysicsRawPrime2& HIPhysicsRawPrime20& HIPhysicsRawPrime21& HIPhysicsRawPrime22& HIPhysicsRawPrime23& HIPhysicsRawPrime24& HIPhysicsRawPrime25& HIPhysicsRawPrime26& HIPhysicsRawPrime27& HIPhysicsRawPrime28& HIPhysicsRawPrime29& HIPhysicsRawPrime3& HIPhysicsRawPrime30& HIPhysicsRawPrime31& HIPhysicsRawPrime32& HIPhysicsRawPrime33& HIPhysicsRawPrime34& HIPhysicsRawPrime35& HIPhysicsRawPrime36& HIPhysicsRawPrime37& HIPhysicsRawPrime38& HIPhysicsRawPrime39& HIPhysicsRawPrime4& HIPhysicsRawPrime40& HIPhysicsRawPrime41& HIPhysicsRawPrime42& HIPhysicsRawPrime43& HIPhysicsRawPrime44& HIPhysicsRawPrime45& HIPhysicsRawPrime46& HIPhysicsRawPrime47& HIPhysicsRawPrime48& HIPhysicsRawPrime49& HIPhysicsRawPrime5& HIPhysicsRawPrime50& HIPhysicsRawPrime51& HIPhysicsRawPrime52& HIPhysicsRawPrime53& HIPhysicsRawPrime54& HIPhysicsRawPrime55& HIPhysicsRawPrime56& HIPhysicsRawPrime57& HIPhysicsRawPrime58& HIPhysicsRawPrime59& HIPhysicsRawPrime6& HIPhysicsRawPrime7& HIPhysicsRawPrime8& HIPhysicsRawPrime9,PhysicsHIPhysicsRawPrime0& PhysicsHIPhysicsRawPrime1& PhysicsHIPhysicsRawPrime10& PhysicsHIPhysicsRawPrime11& PhysicsHIPhysicsRawPrime12& PhysicsHIPhysicsRawPrime13& PhysicsHIPhysicsRawPrime14& PhysicsHIPhysicsRawPrime15& PhysicsHIPhysicsRawPrime16& PhysicsHIPhysicsRawPrime17& PhysicsHIPhysicsRawPrime18& PhysicsHIPhysicsRawPrime19& PhysicsHIPhysicsRawPrime2& PhysicsHIPhysicsRawPrime20& PhysicsHIPhysicsRawPrime21& PhysicsHIPhysicsRawPrime22& PhysicsHIPhysicsRawPrime23& PhysicsHIPhysicsRawPrime24& PhysicsHIPhysicsRawPrime25& PhysicsHIPhysicsRawPrime26& PhysicsHIPhysicsRawPrime27& PhysicsHIPhysicsRawPrime28& PhysicsHIPhysicsRawPrime29& PhysicsHIPhysicsRawPrime3& PhysicsHIPhysicsRawPrime30& PhysicsHIPhysicsRawPrime31& PhysicsHIPhysicsRawPrime32& PhysicsHIPhysicsRawPrime33& PhysicsHIPhysicsRawPrime34& PhysicsHIPhysicsRawPrime35& PhysicsHIPhysicsRawPrime36& PhysicsHIPhysicsRawPrime37& PhysicsHIPhysicsRawPrime38& PhysicsHIPhysicsRawPrime39& PhysicsHIPhysicsRawPrime4& PhysicsHIPhysicsRawPrime40& PhysicsHIPhysicsRawPrime41& PhysicsHIPhysicsRawPrime42& PhysicsHIPhysicsRawPrime43& PhysicsHIPhysicsRawPrime44& PhysicsHIPhysicsRawPrime45& PhysicsHIPhysicsRawPrime46& PhysicsHIPhysicsRawPrime47& PhysicsHIPhysicsRawPrime48& PhysicsHIPhysicsRawPrime49& PhysicsHIPhysicsRawPrime5& PhysicsHIPhysicsRawPrime50& PhysicsHIPhysicsRawPrime51& PhysicsHIPhysicsRawPrime52& PhysicsHIPhysicsRawPrime53& PhysicsHIPhysicsRawPrime54& PhysicsHIPhysicsRawPrime55& PhysicsHIPhysicsRawPrime56& PhysicsHIPhysicsRawPrime57& PhysicsHIPhysicsRawPrime58& PhysicsHIPhysicsRawPrime59& PhysicsHIPhysicsRawPrime6& PhysicsHIPhysicsRawPrime7& PhysicsHIPhysicsRawPrime8& PhysicsHIPhysicsRawPrime9,L1_SingleMu0_Centrality_30_100_BptxAND
HLT_HIL1SingleMu0_Centrality40to100_v1,HIN,Yes,0,HIPhysicsRawPrime0& HIPhysicsRawPrime1& HIPhysicsRawPrime10& HIPhysicsRawPrime11& HIPhysicsRawPrime12& HIPhysicsRawPrime13& HIPhysicsRawPrime14& HIPhysicsRawPrime15& HIPhysicsRawPrime16& HIPhysicsRawPrime17& HIPhysicsRawPrime18& HIPhysicsRawPrime19& HIPhysicsRawPrime2& HIPhysicsRawPrime20& HIPhysicsRawPrime21& HIPhysicsRawPrime22& HIPhysicsRawPrime23& HIPhysicsRawPrime24& HIPhysicsRawPrime25& HIPhysicsRawPrime26& HIPhysicsRawPrime27& HIPhysicsRawPrime28& HIPhysicsRawPrime29& HIPhysicsRawPrime3& HIPhysicsRawPrime30& HIPhysicsRawPrime31& HIPhysicsRawPrime32& HIPhysicsRawPrime33& HIPhysicsRawPrime34& HIPhysicsRawPrime35& HIPhysicsRawPrime36& HIPhysicsRawPrime37& HIPhysicsRawPrime38& HIPhysicsRawPrime39& HIPhysicsRawPrime4& HIPhysicsRawPrime40& HIPhysicsRawPrime41& HIPhysicsRawPrime42& HIPhysicsRawPrime43& HIPhysicsRawPrime44& HIPhysicsRawPrime45& HIPhysicsRawPrime46& HIPhysicsRawPrime47& HIPhysicsRawPrime48& HIPhysicsRawPrime49& HIPhysicsRawPrime5& HIPhysicsRawPrime50& HIPhysicsRawPrime51& HIPhysicsRawPrime52& HIPhysicsRawPrime53& HIPhysicsRawPrime54& HIPhysicsRawPrime55& HIPhysicsRawPrime56& HIPhysicsRawPrime57& HIPhysicsRawPrime58& HIPhysicsRawPrime59& HIPhysicsRawPrime6& HIPhysicsRawPrime7& HIPhysicsRawPrime8& HIPhysicsRawPrime9,PhysicsHIPhysicsRawPrime0& PhysicsHIPhysicsRawPrime1& PhysicsHIPhysicsRawPrime10& PhysicsHIPhysicsRawPrime11& PhysicsHIPhysicsRawPrime12& PhysicsHIPhysicsRawPrime13& PhysicsHIPhysicsRawPrime14& PhysicsHIPhysicsRawPrime15& PhysicsHIPhysicsRawPrime16& PhysicsHIPhysicsRawPrime17& PhysicsHIPhysicsRawPrime18& PhysicsHIPhysicsRawPrime19& PhysicsHIPhysicsRawPrime2& PhysicsHIPhysicsRawPrime20& PhysicsHIPhysicsRawPrime21& PhysicsHIPhysicsRawPrime22& PhysicsHIPhysicsRawPrime23& PhysicsHIPhysicsRawPrime24& PhysicsHIPhysicsRawPrime25& PhysicsHIPhysicsRawPrime26& PhysicsHIPhysicsRawPrime27& PhysicsHIPhysicsRawPrime28& PhysicsHIPhysicsRawPrime29& PhysicsHIPhysicsRawPrime3& PhysicsHIPhysicsRawPrime30& PhysicsHIPhysicsRawPrime31& PhysicsHIPhysicsRawPrime32& PhysicsHIPhysicsRawPrime33& PhysicsHIPhysicsRawPrime34& PhysicsHIPhysicsRawPrime35& PhysicsHIPhysicsRawPrime36& PhysicsHIPhysicsRawPrime37& PhysicsHIPhysicsRawPrime38& PhysicsHIPhysicsRawPrime39& PhysicsHIPhysicsRawPrime4& PhysicsHIPhysicsRawPrime40& PhysicsHIPhysicsRawPrime41& PhysicsHIPhysicsRawPrime42& PhysicsHIPhysicsRawPrime43& PhysicsHIPhysicsRawPrime44& PhysicsHIPhysicsRawPrime45& PhysicsHIPhysicsRawPrime46& PhysicsHIPhysicsRawPrime47& PhysicsHIPhysicsRawPrime48& PhysicsHIPhysicsRawPrime49& PhysicsHIPhysicsRawPrime5& PhysicsHIPhysicsRawPrime50& PhysicsHIPhysicsRawPrime51& PhysicsHIPhysicsRawPrime52& PhysicsHIPhysicsRawPrime53& PhysicsHIPhysicsRawPrime54& PhysicsHIPhysicsRawPrime55& PhysicsHIPhysicsRawPrime56& PhysicsHIPhysicsRawPrime57& PhysicsHIPhysicsRawPrime58& PhysicsHIPhysicsRawPrime59& PhysicsHIPhysicsRawPrime6& PhysicsHIPhysicsRawPrime7& PhysicsHIPhysicsRawPrime8& PhysicsHIPhysicsRawPrime9,L1_SingleMu0_Centrality_40_100_BptxAND
