Path,Emergency,2p0E34_NoScouting,2p0E34_NoLowPtSingleMu,2p0E34_NoLowPtSingleMuScouting,2p0E34+ZeroBias+HLTPhysics,2p0E34,1p8E34,1p6E34,1p4E34,1p3E34,1p2E34,2p0E34_OnlyMuons,2p0E34_NoL1CICADA,2p0E34_NoEcalTiming,HIon,PRef
HLT_HIUPC_SingleJet20_NotZDC_OR_MaxPixelCluster10000_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HLT_HIUPC_SingleJet24_NotZDC_OR_MaxPixelCluster10000_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HLT_HIUPC_SingleJet28_NotZDC_OR_MaxPixelCluster10000_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HLT_HIUPC_SingleUncorrJet8_NotZDC_OR_MaxPixelCluster10000_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HLT_HIUPC_SingleUncorrJet12_NotZDC_OR_MaxPixelCluster10000_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HLT_HIUPC_SingleUncorrJet16_NotZDC_OR_MaxPixelCluster10000_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HLT_HIUPC_SingleUncorrJet20_NotZDC_OR_MaxPixelCluster10000_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HLT_HIUPC_SingleUncorrJet24_NotZDC_OR_MaxPixelCluster10000_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HLT_HIUPC_SingleUncorrJet28_NotZDC_OR_MaxPixelCluster10000_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HLT_HIUPC_DoubleJet8_DeltaPhi2p0_NotMBHF2AND_MaxPixelCluster10000_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HLT_HIUPC_DoubleJet12_DeltaPhi2p0_NotMBHF2AND_MaxPixelCluster10000_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HLT_HIUPC_DoubleJet16_DeltaPhi2p0_NotMBHF2AND_MaxPixelCluster10000_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HLT_HIUPC_DoubleJet8_DeltaPhi2p0_NotZDCAND_MaxPixelCluster10000_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HLT_HIUPC_DoubleJet12_DeltaPhi2p0_NotZDCAND_MaxPixelCluster10000_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HLT_HIUPC_DoubleJet16_DeltaPhi2p0_NotZDCAND_MaxPixelCluster10000_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HLT_HIUPC_DoubleJet8_DeltaPhi2p0_NotZDC1nOR_MaxPixelCluster10000_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HLT_HIUPC_DoubleJet12_DeltaPhi2p0_NotZDC1nOR_MaxPixelCluster10000_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HLT_HIUPC_DoubleJet16_DeltaPhi2p0_NotZDC1nOR_MaxPixelCluster10000_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HLT_HIUPC_Random_HighRate_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HLT_HIUPC_HFafterglowCombined_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HLT_HIL1SingleMuOpen_Centrality30to100_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HLT_HIL1SingleMu0_Centrality30to100_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HLT_HIL1SingleMu0_Centrality40to100_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HLT_HIL1SingleMu0_v7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0
HLT_HIL1SingleMu0_Open_v7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0
HLT_HIL1SingleMu0_Cosmic_v7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HLT_HIL1SingleMu5_SingleEG20Gsf_v7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HLT_HIL1SingleMu5_SingleGEDPhoton20_v7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HLT_HIL1SingleMu7_SingleEG20Gsf_v7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HLT_HIL1SingleMu7_SingleGEDPhoton20_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HLT_HIL2DoubleMuOpen_Centrality40to100_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HLT_HIL2DoubleMuOpen_SS_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
HLT_HIL2DoubleMuOpen_OS_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HLT_HIL1DoubleMu0_v7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0
HLT_HIL2DoubleMu0_SQ_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HLT_HIL1DoubleMu0_MaxDr3p5_Open_v7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0
HLT_HIL1DoubleMu0_SQ_v7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0
HLT_HIL2SingleMuOpen_Centrality30to100_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HLT_HIL2SingleMu0_Centrality30to100_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HLT_HIL2SingleMu0_Centrality40to100_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HLT_HIL2SingleMu3_Open_v7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HLT_HIL2SingleMu5_v7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HLT_HIL2SingleMu7_v7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HLT_HIL2SingleMu12_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HLT_HIL2DoubleMu0_Open_v7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0
HLT_HIL2DoubleMu0_M1p5to6_Open_v7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HLT_HIL2DoubleMu0_M7to15_Open_v7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HLT_HIL2DoubleMu2p8_M1p5to6_Open_v7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HLT_HIL2DoubleMu3_M7to15_Open_v7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HLT_HIL3SingleMu3_Open_v7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HLT_HIL3SingleMu5_v7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HLT_HIL3SingleMu7_v7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HLT_HIL3SingleMu12_v7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HLT_HIL3SingleMu3_SinglePuAK4CaloJet40_v7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
HLT_HIL3SingleMu3_SinglePuAK4CaloJet60_v7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HLT_HIL3SingleMu3_SinglePuAK4CaloJet80_v7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HLT_HIL3SingleMu5_SinglePuAK4CaloJet40_v7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HLT_HIL3SingleMu5_SinglePuAK4CaloJet60_v7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HLT_HIL3SingleMu5_SinglePuAK4CaloJet80_v7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HLT_HIL3DoubleMu0_M0toInf_Open_v7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0
HLT_HIL3DoubleMu0_M2to4p5_Open_v7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HLT_HIL3DoubleMu0_M7to15_Open_v7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HLT_HIL3DoubleMu0_Quarkonia_Open_v7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HLT_HIL3DoubleMu2_M2to4p5_Open_v7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HLT_HIL3DoubleMu2_M7to15_Open_v7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HLT_HIL3DoubleMu2_Quarkonia_Open_v7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HLT_HIDmesonPPOnAATrackingGlobal_Dpt30_v8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HLT_HIDmesonPPOnAATrackingGlobal_Dpt45_v8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HLT_HIDmesonPPOnAATrackingGlobal_Dpt60_v8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HLT_HICscCluster_Loose_v7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HLT_HICscCluster_Medium_v7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HLT_HICscCluster_Tight_v7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HLTriggerFinalPath,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Dataset_AlCaP0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Dataset_AlCaPhiSym,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Dataset_EcalLaser,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Dataset_HIDQMGPUvsCPU,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Dataset_HIDQMOnlineBeamspot,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Dataset_HIEmptyBX,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Dataset_HIEphemeralHLTPhysics,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Dataset_HIEphemeralZeroBias0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Dataset_HIEphemeralZeroBias1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Dataset_HIEventDisplay,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Dataset_HIExpressAlignment,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Dataset_HIExpressPhysics,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Dataset_HIExpressPhysicsRawPrime,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Dataset_HIForward0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
Dataset_HIForward1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
Dataset_HIForward2,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
Dataset_HIForward3,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
Dataset_HIForward4,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
Dataset_HIForward5,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
Dataset_HIForward6,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
Dataset_HIForward7,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
Dataset_HIForward8,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
Dataset_HIForward9,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
Dataset_HIForward10,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
Dataset_HIForward11,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
Dataset_HIForward12,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
Dataset_HIForward13,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
Dataset_HIForward14,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
Dataset_HIForward15,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
Dataset_HIForward16,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
Dataset_HIForward17,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
Dataset_HIForward18,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
Dataset_HIForward19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
Dataset_HIHLTPhysics,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Dataset_HIHcalNZS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Dataset_HIOnlineMonitor,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1
Dataset_HIMinimumBias0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,80,4
Dataset_HIMinimumBias1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,80,4
Dataset_HIMinimumBias2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,80,4
Dataset_HIMinimumBias3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,80,4
Dataset_HIPhysicsRawPrime0,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Dataset_HITrackerNZS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Dataset_HIZeroBias0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Dataset_HIZeroBias1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Dataset_HIZeroBias2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Dataset_L1Accept,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Dataset_RPCMonitor,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Dataset_TestEnablesEcalHcal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Dataset_TestEnablesEcalHcalDQM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Dataset_HIPhysicsRawPrime1,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Dataset_HIPhysicsRawPrime2,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Dataset_HIPhysicsRawPrime3,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Dataset_HIPhysicsRawPrime4,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Dataset_HIPhysicsRawPrime5,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Dataset_HIPhysicsRawPrime6,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Dataset_HIPhysicsRawPrime7,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Dataset_HIPhysicsRawPrime8,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Dataset_HIPhysicsRawPrime9,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Dataset_HIPhysicsRawPrime10,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Dataset_HIPhysicsRawPrime11,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Dataset_HIPhysicsRawPrime12,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Dataset_HIPhysicsRawPrime13,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Dataset_HIPhysicsRawPrime14,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Dataset_HIPhysicsRawPrime15,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Dataset_HIPhysicsRawPrime16,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Dataset_HIPhysicsRawPrime17,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Dataset_HIPhysicsRawPrime18,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Dataset_HIPhysicsRawPrime19,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Dataset_HIPhysicsRawPrime20,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Dataset_HIPhysicsRawPrime21,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Dataset_HIPhysicsRawPrime22,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Dataset_HIPhysicsRawPrime23,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Dataset_HIPhysicsRawPrime24,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Dataset_HIPhysicsRawPrime25,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Dataset_HIPhysicsRawPrime26,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Dataset_HIPhysicsRawPrime27,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Dataset_HIPhysicsRawPrime28,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Dataset_HIPhysicsRawPrime29,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Dataset_HIPhysicsRawPrime30,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Dataset_HIPhysicsRawPrime31,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Dataset_HIPhysicsRawPrime32,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Dataset_HIPhysicsRawPrime33,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Dataset_HIPhysicsRawPrime34,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Dataset_HIPhysicsRawPrime35,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Dataset_HIPhysicsRawPrime36,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Dataset_HIPhysicsRawPrime37,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Dataset_HIPhysicsRawPrime38,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Dataset_HIPhysicsRawPrime39,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Dataset_HIPhysicsRawPrime40,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Dataset_HIPhysicsRawPrime41,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Dataset_HIPhysicsRawPrime42,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Dataset_HIPhysicsRawPrime43,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Dataset_HIPhysicsRawPrime44,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Dataset_HIPhysicsRawPrime45,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Dataset_HIPhysicsRawPrime46,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Dataset_HIPhysicsRawPrime47,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Dataset_HIPhysicsRawPrime48,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Dataset_HIPhysicsRawPrime49,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Dataset_HIPhysicsRawPrime50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Dataset_HIPhysicsRawPrime51,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Dataset_HIPhysicsRawPrime52,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Dataset_HIPhysicsRawPrime53,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Dataset_HIPhysicsRawPrime54,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Dataset_HIPhysicsRawPrime55,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Dataset_HIPhysicsRawPrime56,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Dataset_HIPhysicsRawPrime57,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Dataset_HIPhysicsRawPrime58,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Dataset_HIPhysicsRawPrime59,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
